Order,Creative,Date,adgapid_booking,adgapid_creative,Creative target ad unit size,SP_Buchungsstandort,Total impressions,Total clicks,Total CTR,Total revenue,First quartiles,Midpoints,Third quartiles,Completes,Average viewing rate,Total Active View average viewable time (seconds)
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen,2026-08-01,adgapid_023_845008_00038922_021_0_0,,480x360v,München,1050,0,0.0,17.32,988,966,956,949,0.9316,14.1383
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen,2026-08-02,adgapid_023_845008_00038922_021_0_0,,480x360v,München,1153,1,0.0009,19.02,1109,1089,1073,1067,0.9485,14.1685
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen,2026-08-03,adgapid_023_845008_00038922_021_0_0,,480x360v,München,1028,0,0.0,16.96,975,957,942,934,0.9328,13.9942
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen,2026-08-04,adgapid_023_845008_00038922_021_0_0,,480x360v,München,1101,2,0.0018,18.17,1059,1039,1027,1025,0.9443,14.1697
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen,2026-08-05,adgapid_023_845008_00038922_021_0_0,,480x360v,München,1086,2,0.0018,17.92,1043,1022,1012,1003,0.945,14.2371
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen,2026-08-06,adgapid_023_845008_00038922_021_0_0,,480x360v,München,992,0,0.0,16.37,941,916,904,899,0.9341,14.0427
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen,2026-08-07,adgapid_023_845008_00038922_021_0_0,,480x360v,München,1049,1,0.001,17.31,1004,987,977,968,0.9477,14.1553
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen,2026-08-08,adgapid_023_845008_00038922_021_0_0,,480x360v,München,993,1,0.001,16.38,925,898,890,880,0.9212,14.0405
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen,2026-08-09,adgapid_023_845008_00038922_021_0_0,,480x360v,München,1019,1,0.001,16.81,959,930,921,918,0.9254,13.9705
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen,2026-08-10,adgapid_023_845008_00038922_021_0_0,,480x360v,München,1049,1,0.001,17.31,978,940,930,921,0.912,13.8545
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen,2026-08-11,adgapid_023_845008_00038922_021_0_0,,480x360v,München,1077,0,0.0,17.77,1017,990,980,968,0.9255,13.9795
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen,2026-08-12,adgapid_023_845008_00038922_021_0_0,,480x360v,München,1036,1,0.001,17.09,979,949,928,922,0.9262,13.9341
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen,2026-08-13,adgapid_023_845008_00038922_021_0_0,,480x360v,München,1069,0,0.0,17.64,993,962,943,937,0.913,13.9588
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen,2026-08-14,adgapid_023_845008_00038922_021_0_0,,480x360v,München,1033,2,0.0019,17.04,969,945,936,927,0.9285,14.1012
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen,2026-08-15,adgapid_023_845008_00038922_021_0_0,,480x360v,München,1101,0,0.0,18.17,1025,997,984,975,0.9154,13.9324
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen,2026-08-16,adgapid_023_845008_00038922_021_0_0,,480x360v,München,1016,0,0.0,16.76,959,931,919,910,0.9297,13.9918
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen,2026-08-17,adgapid_023_845008_00038922_021_0_0,,480x360v,München,999,1,0.001,16.48,949,919,900,888,0.9296,13.9135
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen,2026-08-18,adgapid_023_845008_00038922_021_0_0,,480x360v,München,1043,1,0.001,17.21,981,961,950,944,0.9313,14.042
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen,2026-08-19,adgapid_023_845008_00038922_021_0_0,,480x360v,München,1017,3,0.0029,16.78,949,925,912,904,0.9225,13.9195
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen,2026-08-20,adgapid_023_845008_00038922_021_0_0,,480x360v,München,1036,0,0.0,17.09,971,940,926,920,0.9198,13.9212
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen,2026-08-21,adgapid_023_845008_00038922_021_0_0,,480x360v,München,972,2,0.0021,16.04,902,885,875,870,0.9216,14.1257
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen,2026-08-22,adgapid_023_845008_00038922_021_0_0,,480x360v,München,1068,0,0.0,17.62,991,963,942,934,0.9122,13.9118
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen,2026-08-23,adgapid_023_845008_00038922_021_0_0,,480x360v,München,987,2,0.002,16.29,926,902,885,882,0.9231,14.0467
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen,2026-08-24,adgapid_023_845008_00038922_021_0_0,,480x360v,München,988,0,0.0,16.30,943,920,905,896,0.9347,14.1596
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen,2026-08-25,adgapid_023_845008_00038922_021_0_0,,480x360v,München,983,2,0.002,16.22,930,912,907,901,0.9346,14.1493
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen,2026-08-26,adgapid_023_845008_00038922_021_0_0,,480x360v,München,990,0,0.0,16.34,947,922,919,913,0.941,14.0935
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen,2026-08-27,adgapid_023_845008_00038922_021_0_0,,480x360v,München,1051,1,0.001,17.34,1015,992,987,978,0.9511,14.1542
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen,2026-08-28,adgapid_023_845008_00038922_021_0_0,,480x360v,München,950,2,0.0021,15.68,886,864,852,844,0.92,13.9389
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen,2026-08-29,adgapid_023_845008_00038922_021_0_0,,480x360v,München,914,2,0.0022,15.08,841,820,801,794,0.907,13.844
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen,2026-08-30,adgapid_023_845008_00038922_021_0_0,,480x360v,München,928,1,0.0011,15.31,856,835,818,811,0.9093,14.0579
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen - Bumper,2026-08-01,adgapid_023_845008_00038922_022_0_0,,480x360v,München,1419,0,0.0,15.61,1329,1282,1255,1235,0.9291,5.7395
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen - Bumper,2026-08-02,adgapid_023_845008_00038922_022_0_0,,480x360v,München,1556,2,0.0013,17.12,1491,1442,1414,1397,0.9435,5.7459
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen - Bumper,2026-08-03,adgapid_023_845008_00038922_022_0_0,,480x360v,München,1515,1,0.0007,16.66,1467,1433,1416,1393,0.9582,5.7872
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen - Bumper,2026-08-04,adgapid_023_845008_00038922_022_0_0,,480x360v,München,1405,1,0.0007,15.46,1357,1324,1299,1282,0.9472,5.7678
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen - Bumper,2026-08-05,adgapid_023_845008_00038922_022_0_0,,480x360v,München,1454,2,0.0014,15.99,1402,1354,1324,1301,0.9429,5.7204
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen - Bumper,2026-08-06,adgapid_023_845008_00038922_022_0_0,,480x360v,München,1486,0,0.0,16.35,1438,1403,1377,1364,0.9583,5.7704
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen - Bumper,2026-08-07,adgapid_023_845008_00038922_022_0_0,,480x360v,München,1381,3,0.0022,15.19,1336,1305,1273,1256,0.9569,5.7257
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen - Bumper,2026-08-08,adgapid_023_845008_00038922_022_0_0,,480x360v,München,1360,1,0.0007,14.96,1303,1260,1230,1206,0.9445,5.704
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen - Bumper,2026-08-09,adgapid_023_845008_00038922_022_0_0,,480x360v,München,1458,2,0.0014,16.04,1404,1365,1328,1307,0.9515,5.7322
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen - Bumper,2026-08-10,adgapid_023_845008_00038922_022_0_0,,480x360v,München,1413,0,0.0,15.54,1341,1306,1280,1249,0.943,5.7624
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen - Bumper,2026-08-11,adgapid_023_845008_00038922_022_0_0,,480x360v,München,1340,0,0.0,14.74,1277,1233,1208,1189,0.9486,5.7232
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen - Bumper,2026-08-12,adgapid_023_845008_00038922_022_0_0,,480x360v,München,1475,1,0.0007,16.23,1414,1364,1330,1302,0.9495,5.724
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen - Bumper,2026-08-13,adgapid_023_845008_00038922_022_0_0,,480x360v,München,2358,0,0.0,25.94,2289,2230,2195,2179,0.9562,5.7428
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen - Bumper,2026-08-14,adgapid_023_845008_00038922_022_0_0,,480x360v,München,1363,0,0.0,14.99,1310,1266,1240,1223,0.9492,5.7279
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen - Bumper,2026-08-15,adgapid_023_845008_00038922_022_0_0,,480x360v,München,1556,1,0.0006,17.12,1497,1458,1424,1408,0.9496,5.7544
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen - Bumper,2026-08-16,adgapid_023_845008_00038922_022_0_0,,480x360v,München,1692,0,0.0,18.61,1622,1572,1538,1517,0.9464,5.725
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen - Bumper,2026-08-17,adgapid_023_845008_00038922_022_0_0,,480x360v,München,1367,1,0.0007,15.04,1318,1281,1264,1243,0.953,5.7184
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen - Bumper,2026-08-18,adgapid_023_845008_00038922_022_0_0,,480x360v,München,1453,1,0.0007,15.98,1388,1318,1276,1243,0.9193,5.668
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen - Bumper,2026-08-19,adgapid_023_845008_00038922_022_0_0,,480x360v,München,1208,2,0.0017,13.29,1128,1056,1002,974,0.896,5.5977
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen - Bumper,2026-08-20,adgapid_023_845008_00038922_022_0_0,,480x360v,München,1139,1,0.0009,12.53,1087,1047,1028,1003,0.9406,5.7492
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen - Bumper,2026-08-21,adgapid_023_845008_00038922_022_0_0,,480x360v,München,1066,0,0.0,11.73,1019,986,969,954,0.9451,5.7702
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen - Bumper,2026-08-22,adgapid_023_845008_00038922_022_0_0,,480x360v,München,1107,0,0.0,12.18,1042,1013,991,974,0.9421,5.781
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen - Bumper,2026-08-23,adgapid_023_845008_00038922_022_0_0,,480x360v,München,1073,2,0.0019,11.80,1039,1014,989,979,0.9563,5.7381
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen - Bumper,2026-08-24,adgapid_023_845008_00038922_022_0_0,,480x360v,München,1108,1,0.0009,12.19,1099,1072,1059,1048,0.969,5.7773
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen - Bumper,2026-08-25,adgapid_023_845008_00038922_022_0_0,,480x360v,München,1138,1,0.0009,12.52,1109,1086,1073,1061,0.9661,5.7872
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen - Bumper,2026-08-26,adgapid_023_845008_00038922_022_0_0,,480x360v,München,1113,2,0.0018,12.24,1088,1057,1038,1025,0.9611,5.7489
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen - Bumper,2026-08-27,adgapid_023_845008_00038922_022_0_0,,480x360v,München,1144,1,0.0009,12.58,1093,1061,1039,1021,0.9458,5.7253
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen - Bumper,2026-08-28,adgapid_023_845008_00038922_022_0_0,,480x360v,München,1109,1,0.0009,12.20,1061,1024,995,985,0.9421,5.7096
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen - Bumper,2026-08-29,adgapid_023_845008_00038922_022_0_0,,480x360v,München,1043,0,0.0,11.47,987,943,926,915,0.9292,5.6834
DAT-2026-FKI-Flight2-Digital_38922,Easy Reinkommen - Bumper,2026-08-30,adgapid_023_845008_00038922_022_0_0,,480x360v,München,1137,1,0.0009,12.51,1069,1033,996,980,0.9288,5.7301
DAT-2026-FKI-Flight2-Digital_38922,Fresh,2026-08-01,adgapid_023_845008_00038922_021_0_0,,480x360v,München,1006,0,0.0,16.60,943,921,907,902,0.9241,13.9756
DAT-2026-FKI-Flight2-Digital_38922,Fresh,2026-08-02,adgapid_023_845008_00038922_021_0_0,,480x360v,München,1154,3,0.0026,19.04,1086,1061,1051,1043,0.928,14.1623
DAT-2026-FKI-Flight2-Digital_38922,Fresh,2026-08-03,adgapid_023_845008_00038922_021_0_0,,480x360v,München,1091,1,0.0009,18.00,1038,1012,1007,999,0.9407,14.0624
DAT-2026-FKI-Flight2-Digital_38922,Fresh,2026-08-04,adgapid_023_845008_00038922_021_0_0,,480x360v,München,1045,1,0.001,17.24,993,974,964,956,0.9351,14.0006
DAT-2026-FKI-Flight2-Digital_38922,Fresh,2026-08-05,adgapid_023_845008_00038922_021_0_0,,480x360v,München,1069,1,0.0009,17.64,1020,998,987,980,0.9393,14.1326
DAT-2026-FKI-Flight2-Digital_38922,Fresh,2026-08-06,adgapid_023_845008_00038922_021_0_0,,480x360v,München,1112,1,0.0009,18.35,1053,1030,1018,1012,0.9381,14.0739
DAT-2026-FKI-Flight2-Digital_38922,Fresh,2026-08-07,adgapid_023_845008_00038922_021_0_0,,480x360v,München,1115,1,0.0009,18.40,1056,1040,1028,1021,0.9355,14.0683
DAT-2026-FKI-Flight2-Digital_38922,Fresh,2026-08-08,adgapid_023_845008_00038922_021_0_0,,480x360v,München,1058,1,0.0009,17.46,985,959,946,932,0.9188,13.9163
DAT-2026-FKI-Flight2-Digital_38922,Fresh,2026-08-09,adgapid_023_845008_00038922_021_0_0,,480x360v,München,1032,1,0.001,17.03,958,933,921,916,0.9156,13.9589
DAT-2026-FKI-Flight2-Digital_38922,Fresh,2026-08-10,adgapid_023_845008_00038922_021_0_0,,480x360v,München,1028,2,0.0019,16.96,963,939,932,920,0.9284,14.143
DAT-2026-FKI-Flight2-Digital_38922,Fresh,2026-08-11,adgapid_023_845008_00038922_021_0_0,,480x360v,München,1083,0,0.0,17.87,1028,1003,992,988,0.9399,14.0006
DAT-2026-FKI-Flight2-Digital_38922,Fresh,2026-08-12,adgapid_023_845008_00038922_021_0_0,,480x360v,München,1061,0,0.0,17.51,994,971,960,952,0.9256,14.0757
DAT-2026-FKI-Flight2-Digital_38922,Fresh,2026-08-13,adgapid_023_845008_00038922_021_0_0,,480x360v,München,1024,0,0.0,16.90,957,931,922,917,0.9176,13.8744
DAT-2026-FKI-Flight2-Digital_38922,Fresh,2026-08-14,adgapid_023_845008_00038922_021_0_0,,480x360v,München,1055,2,0.0019,17.41,983,964,956,949,0.9269,14.074
DAT-2026-FKI-Flight2-Digital_38922,Fresh,2026-08-15,adgapid_023_845008_00038922_021_0_0,,480x360v,München,1096,0,0.0,18.08,1031,1008,996,992,0.9268,13.9927
DAT-2026-FKI-Flight2-Digital_38922,Fresh,2026-08-16,adgapid_023_845008_00038922_021_0_0,,480x360v,München,1058,1,0.0009,17.46,990,965,951,941,0.9236,14.0834
DAT-2026-FKI-Flight2-Digital_38922,Fresh,2026-08-17,adgapid_023_845008_00038922_021_0_0,,480x360v,München,1007,0,0.0,16.62,953,925,910,903,0.9292,14.0009
DAT-2026-FKI-Flight2-Digital_38922,Fresh,2026-08-18,adgapid_023_845008_00038922_021_0_0,,480x360v,München,1081,2,0.0019,17.84,1016,997,982,967,0.9302,14.0079
DAT-2026-FKI-Flight2-Digital_38922,Fresh,2026-08-19,adgapid_023_845008_00038922_021_0_0,,480x360v,München,1018,0,0.0,16.80,967,941,931,925,0.9374,13.9841
DAT-2026-FKI-Flight2-Digital_38922,Fresh,2026-08-20,adgapid_023_845008_00038922_021_0_0,,480x360v,München,962,1,0.001,15.87,891,868,857,851,0.9138,13.8411
DAT-2026-FKI-Flight2-Digital_38922,Fresh,2026-08-21,adgapid_023_845008_00038922_021_0_0,,480x360v,München,1085,0,0.0,17.90,1016,988,973,963,0.9241,14.0797
DAT-2026-FKI-Flight2-Digital_38922,Fresh,2026-08-22,adgapid_023_845008_00038922_021_0_0,,480x360v,München,1012,3,0.003,16.70,954,928,916,911,0.9224,14.0082
DAT-2026-FKI-Flight2-Digital_38922,Fresh,2026-08-23,adgapid_023_845008_00038922_021_0_0,,480x360v,München,1053,0,0.0,17.37,976,949,937,928,0.9169,13.9984
DAT-2026-FKI-Flight2-Digital_38922,Fresh,2026-08-24,adgapid_023_845008_00038922_021_0_0,,480x360v,München,979,2,0.002,16.15,933,908,897,891,0.9346,14.078
DAT-2026-FKI-Flight2-Digital_38922,Fresh,2026-08-25,adgapid_023_845008_00038922_021_0_0,,480x360v,München,1011,3,0.003,16.68,951,929,919,916,0.9288,14.048
DAT-2026-FKI-Flight2-Digital_38922,Fresh,2026-08-26,adgapid_023_845008_00038922_021_0_0,,480x360v,München,990,0,0.0,16.34,938,916,905,892,0.9335,14.0875
DAT-2026-FKI-Flight2-Digital_38922,Fresh,2026-08-27,adgapid_023_845008_00038922_021_0_0,,480x360v,München,1019,1,0.001,16.81,961,943,935,929,0.9355,14.3249
DAT-2026-FKI-Flight2-Digital_38922,Fresh,2026-08-28,adgapid_023_845008_00038922_021_0_0,,480x360v,München,946,1,0.0011,15.61,880,848,840,831,0.9085,13.8985
DAT-2026-FKI-Flight2-Digital_38922,Fresh,2026-08-29,adgapid_023_845008_00038922_021_0_0,,480x360v,München,959,0,0.0,15.82,887,866,854,841,0.9134,14.048
DAT-2026-FKI-Flight2-Digital_38922,Fresh,2026-08-30,adgapid_023_845008_00038922_021_0_0,,480x360v,München,932,1,0.0011,15.38,836,808,794,787,0.8853,13.8681
DAT-2026-FKI-Flight2-Digital_38922,Fresh- Bumper,2026-08-01,adgapid_023_845008_00038922_022_0_0,,480x360v,München,1313,0,0.0,14.44,1257,1209,1179,1160,0.9375,5.6789
DAT-2026-FKI-Flight2-Digital_38922,Fresh- Bumper,2026-08-02,adgapid_023_845008_00038922_022_0_0,,480x360v,München,1600,0,0.0,17.60,1541,1494,1455,1429,0.9443,5.7289
DAT-2026-FKI-Flight2-Digital_38922,Fresh- Bumper,2026-08-03,adgapid_023_845008_00038922_022_0_0,,480x360v,München,1542,1,0.0006,16.96,1495,1460,1430,1418,0.9514,5.7573
DAT-2026-FKI-Flight2-Digital_38922,Fresh- Bumper,2026-08-04,adgapid_023_845008_00038922_022_0_0,,480x360v,München,1339,0,0.0,14.73,1303,1261,1240,1223,0.9463,5.7675
DAT-2026-FKI-Flight2-Digital_38922,Fresh- Bumper,2026-08-05,adgapid_023_845008_00038922_022_0_0,,480x360v,München,1593,0,0.0,17.52,1547,1504,1479,1455,0.9543,5.7595
DAT-2026-FKI-Flight2-Digital_38922,Fresh- Bumper,2026-08-06,adgapid_023_845008_00038922_022_0_0,,480x360v,München,1456,3,0.0021,16.02,1403,1373,1339,1321,0.9552,5.7731
DAT-2026-FKI-Flight2-Digital_38922,Fresh- Bumper,2026-08-07,adgapid_023_845008_00038922_022_0_0,,480x360v,München,1418,0,0.0,15.60,1365,1331,1301,1279,0.9535,5.7459
DAT-2026-FKI-Flight2-Digital_38922,Fresh- Bumper,2026-08-08,adgapid_023_845008_00038922_022_0_0,,480x360v,München,1364,0,0.0,15.00,1293,1255,1226,1204,0.9402,5.7475
DAT-2026-FKI-Flight2-Digital_38922,Fresh- Bumper,2026-08-09,adgapid_023_845008_00038922_022_0_0,,480x360v,München,1547,1,0.0006,17.02,1477,1434,1396,1376,0.9439,5.7343
DAT-2026-FKI-Flight2-Digital_38922,Fresh- Bumper,2026-08-10,adgapid_023_845008_00038922_022_0_0,,480x360v,München,1426,1,0.0007,15.69,1371,1325,1295,1273,0.9455,5.7348
DAT-2026-FKI-Flight2-Digital_38922,Fresh- Bumper,2026-08-11,adgapid_023_845008_00038922_022_0_0,,480x360v,München,1327,1,0.0008,14.60,1276,1241,1219,1197,0.9535,5.7719
DAT-2026-FKI-Flight2-Digital_38922,Fresh- Bumper,2026-08-12,adgapid_023_845008_00038922_022_0_0,,480x360v,München,1422,0,0.0,15.64,1366,1331,1295,1267,0.9492,5.7615
DAT-2026-FKI-Flight2-Digital_38922,Fresh- Bumper,2026-08-13,adgapid_023_845008_00038922_022_0_0,,480x360v,München,2433,1,0.0004,26.76,2356,2296,2266,2235,0.9568,5.7503
DAT-2026-FKI-Flight2-Digital_38922,Fresh- Bumper,2026-08-14,adgapid_023_845008_00038922_022_0_0,,480x360v,München,1392,1,0.0007,15.31,1338,1300,1269,1242,0.9483,5.7283
DAT-2026-FKI-Flight2-Digital_38922,Fresh- Bumper,2026-08-15,adgapid_023_845008_00038922_022_0_0,,480x360v,München,1526,0,0.0,16.79,1464,1426,1401,1387,0.9497,5.7601
DAT-2026-FKI-Flight2-Digital_38922,Fresh- Bumper,2026-08-16,adgapid_023_845008_00038922_022_0_0,,480x360v,München,1664,1,0.0006,18.30,1601,1554,1518,1491,0.948,5.7151
DAT-2026-FKI-Flight2-Digital_38922,Fresh- Bumper,2026-08-17,adgapid_023_845008_00038922_022_0_0,,480x360v,München,1319,3,0.0023,14.51,1266,1246,1232,1214,0.9598,5.7719
DAT-2026-FKI-Flight2-Digital_38922,Fresh- Bumper,2026-08-18,adgapid_023_845008_00038922_022_0_0,,480x360v,München,1450,1,0.0007,15.95,1374,1310,1260,1223,0.9137,5.6346
DAT-2026-FKI-Flight2-Digital_38922,Fresh- Bumper,2026-08-19,adgapid_023_845008_00038922_022_0_0,,480x360v,München,1156,1,0.0009,12.72,1098,1052,1015,995,0.9296,5.7186
DAT-2026-FKI-Flight2-Digital_38922,Fresh- Bumper,2026-08-20,adgapid_023_845008_00038922_022_0_0,,480x360v,München,1102,1,0.0009,12.12,1053,1019,993,968,0.942,5.7244
DAT-2026-FKI-Flight2-Digital_38922,Fresh- Bumper,2026-08-21,adgapid_023_845008_00038922_022_0_0,,480x360v,München,1158,3,0.0026,12.74,1117,1093,1062,1044,0.9512,5.7405
DAT-2026-FKI-Flight2-Digital_38922,Fresh- Bumper,2026-08-22,adgapid_023_845008_00038922_022_0_0,,480x360v,München,1082,1,0.0009,11.90,1027,1000,978,963,0.9434,5.7795
DAT-2026-FKI-Flight2-Digital_38922,Fresh- Bumper,2026-08-23,adgapid_023_845008_00038922_022_0_0,,480x360v,München,1106,0,0.0,12.17,1056,1021,1005,992,0.9479,5.7525
DAT-2026-FKI-Flight2-Digital_38922,Fresh- Bumper,2026-08-24,adgapid_023_845008_00038922_022_0_0,,480x360v,München,1093,0,0.0,12.02,1069,1047,1033,1019,0.9595,5.7589
DAT-2026-FKI-Flight2-Digital_38922,Fresh- Bumper,2026-08-25,adgapid_023_845008_00038922_022_0_0,,480x360v,München,1128,1,0.0009,12.41,1101,1078,1059,1052,0.9652,5.7413
DAT-2026-FKI-Flight2-Digital_38922,Fresh- Bumper,2026-08-26,adgapid_023_845008_00038922_022_0_0,,480x360v,München,1123,2,0.0018,12.35,1102,1079,1060,1047,0.9638,5.7816
DAT-2026-FKI-Flight2-Digital_38922,Fresh- Bumper,2026-08-27,adgapid_023_845008_00038922_022_0_0,,480x360v,München,1082,0,0.0,11.90,1048,1026,1013,1001,0.9656,5.7558
DAT-2026-FKI-Flight2-Digital_38922,Fresh- Bumper,2026-08-28,adgapid_023_845008_00038922_022_0_0,,480x360v,München,1123,0,0.0,12.35,1081,1050,1031,1014,0.9499,5.7353
DAT-2026-FKI-Flight2-Digital_38922,Fresh- Bumper,2026-08-29,adgapid_023_845008_00038922_022_0_0,,480x360v,München,1101,2,0.0018,12.11,1039,1003,976,964,0.9337,5.7122
DAT-2026-FKI-Flight2-Digital_38922,Fresh- Bumper,2026-08-30,adgapid_023_845008_00038922_022_0_0,,480x360v,München,1034,0,0.0,11.37,979,944,908,892,0.9361,5.7081
DAT-2026-FKI-Flight2-Digital_38922,Glitch,2026-08-01,adgapid_023_845008_00038922_021_0_0,,480x360v,München,1032,0,0.0,17.03,984,965,954,945,0.9403,14.1749
DAT-2026-FKI-Flight2-Digital_38922,Glitch,2026-08-02,adgapid_023_845008_00038922_021_0_0,,480x360v,München,1127,1,0.0009,18.60,1070,1046,1033,1025,0.9344,14.0558
DAT-2026-FKI-Flight2-Digital_38922,Glitch,2026-08-03,adgapid_023_845008_00038922_021_0_0,,480x360v,München,1061,2,0.0019,17.51,1001,977,966,958,0.93,13.9028
DAT-2026-FKI-Flight2-Digital_38922,Glitch,2026-08-04,adgapid_023_845008_00038922_021_0_0,,480x360v,München,1053,0,0.0,17.37,1013,997,988,980,0.9492,14.312
DAT-2026-FKI-Flight2-Digital_38922,Glitch,2026-08-05,adgapid_023_845008_00038922_021_0_0,,480x360v,München,1032,0,0.0,17.03,977,964,946,939,0.9397,14.1141
DAT-2026-FKI-Flight2-Digital_38922,Glitch,2026-08-06,adgapid_023_845008_00038922_021_0_0,,480x360v,München,1092,2,0.0018,18.02,1049,1026,1017,1009,0.9424,14.0683
DAT-2026-FKI-Flight2-Digital_38922,Glitch,2026-08-07,adgapid_023_845008_00038922_021_0_0,,480x360v,München,1101,0,0.0,18.17,1024,1001,986,984,0.9168,14.0459
DAT-2026-FKI-Flight2-Digital_38922,Glitch,2026-08-08,adgapid_023_845008_00038922_021_0_0,,480x360v,München,1081,0,0.0,17.84,1010,979,971,963,0.9231,14.0563
DAT-2026-FKI-Flight2-Digital_38922,Glitch,2026-08-09,adgapid_023_845008_00038922_021_0_0,,480x360v,München,1016,2,0.002,16.76,950,926,904,896,0.9193,14.1063
DAT-2026-FKI-Flight2-Digital_38922,Glitch,2026-08-10,adgapid_023_845008_00038922_021_0_0,,480x360v,München,1070,1,0.0009,17.66,1007,977,963,955,0.9244,13.9307
DAT-2026-FKI-Flight2-Digital_38922,Glitch,2026-08-11,adgapid_023_845008_00038922_021_0_0,,480x360v,München,998,1,0.001,16.47,931,904,898,896,0.9218,13.9809
DAT-2026-FKI-Flight2-Digital_38922,Glitch,2026-08-12,adgapid_023_845008_00038922_021_0_0,,480x360v,München,1046,2,0.0019,17.26,981,960,946,942,0.9276,13.9442
DAT-2026-FKI-Flight2-Digital_38922,Glitch,2026-08-13,adgapid_023_845008_00038922_021_0_0,,480x360v,München,1056,1,0.0009,17.42,990,961,943,939,0.9213,14.0624
DAT-2026-FKI-Flight2-Digital_38922,Glitch,2026-08-14,adgapid_023_845008_00038922_021_0_0,,480x360v,München,1015,2,0.002,16.75,956,926,913,905,0.9241,14.034
DAT-2026-FKI-Flight2-Digital_38922,Glitch,2026-08-15,adgapid_023_845008_00038922_021_0_0,,480x360v,München,1085,2,0.0018,17.90,1016,986,963,953,0.9187,13.9658
DAT-2026-FKI-Flight2-Digital_38922,Glitch,2026-08-16,adgapid_023_845008_00038922_021_0_0,,480x360v,München,975,2,0.0021,16.09,904,875,866,859,0.9109,13.988
DAT-2026-FKI-Flight2-Digital_38922,Glitch,2026-08-17,adgapid_023_845008_00038922_021_0_0,,480x360v,München,1026,2,0.0019,16.93,980,947,938,931,0.9334,14.0441
DAT-2026-FKI-Flight2-Digital_38922,Glitch,2026-08-18,adgapid_023_845008_00038922_021_0_0,,480x360v,München,1055,2,0.0019,17.41,980,952,944,938,0.9184,13.8427
